N1,극성,내용
527,2,중증 기 질환 이라 거나 지병 컬 지는 병 게 있는 알려진 사람 없는 난 그게 궁금한
528,0,진짜 백신 맞은
529,0,맞은 마는
530,0,만드는 백신 없는 백신 아닌
531,0,러시안룰렛 아닌 맞는 죽는 아닌 모르는 맞은
532,2,강제 접종 하지 마라 자유 나라 본인 선택 맡기는
533,0,환자 만 백신 맞는 죽는 젊은 사람 맞는 죽는 사람 있는 설명 할 거임
534,2,당뇨 있는 맞은 죽는 외야나요
535,1,두 코로나 주사 맞은 가는
536,0,난 혈전 많은 데 피 검사 하는 나이 있는 안 맞은 것임 그냥 코로나 걸리는 편이
537,1,가려움증 경험 했지 맞은 부위 벌겋게 부어 올랐음 백 신주 맞은 안 아픈 맞은 주마
538,0,백신 부작용 사망 실험 쥐 살 지 말 내 생명 소중한
539,0,건강한 사람 굳이 맞은 필요한 있는 멀쩡한 사람 백신 맞는 사망 거 보 접종 싶은 맘 전혀 없는
540,0,전 인류 상대로 하는 생체실험
541,0,백신 맞은 코로나 걸리는 효과 없는 백신 맞는 코로나 걸리는 사람 있던
542,0,백신 나오는 부작용 없는 바라는
543,0,전 국민 맞은 나라 안 맞은 나라 그게 그거 던 데
544,0,부작용 문제 누가 보상 해주는 아닌 책임지는 건감
545,0,살아있는 분 생존 신고
546,0,넘는 임상실험 과정 확신 가지 고 많은 돈 투자 해서 성공 인 백신 나오는 확률 인니 다년 만드는 백신 정말 백신 역할 할 수 있는 나오는 지연 되는 않은 단순히 큰 해서 장기 인 안정 성과 백신 효과 있던 단정 짓기엔 섣부른 게 아닌
547,2,어머니 전 길랑바레 증후군 앓는 코로나 백신 부작용 길 바 어머니 백신 맞은 되는 궁금한
548,2,들은 케 겁 지 몰 맞은 됨
549,0,맞은 무서운
550,2,엄마 백신 안 맞은 안 보는 하는 어떠한
551,0,안 맞는 싶은
552,0,두 전 백신 맞는 주 있던 부작용 전 중환자실 사경 헤매다 오늘 사망
553,1,현혹 되는 마시고 맞은
554,0,그냥 죽는 마스크 쓰는
555,1,백신 시 노 밥 입 시급합니다 세 대다수 접종 가능한 당뇨 고혈압 심 뇌혈관 질병 기 질환 환자 화이자 더욱 적합합니다 유효 울어이지만 항체 형성 실패한 경우 중증 전환율 치사 율 감소 되는 최고 안전한 시 노 밥 백신 장점 입니다
556,2,선생님 혈관 질환 가진 사람 접종 해도 되는 희귀질환 자도 접종 해도 되는
557,1,지금 아스 트 카 백신 맛있는데 아주 안전한 좋은
558,2,오늘 화이자 맞은 가는 맞는 살아있는 보는 살 게 되면 추가 댓글 쓸게요
559,0,맞은 마세요
560,0,믿음 안 가는 안 맞은
561,0,안 맞은
562,1,하이 영상 보는 이유 모르는 불안한 건 아는 코로나 걸리는 백신 부작용 낫 지 않은 백신 맞은 위독해질 거 였던 코로나 걸리는 말 안 해도 알잖아 지푸라기 잡는 심정 군 말 맞은 하는 생각 함
563,0,주사 맞은 망설여 집니다 허리 삐 긋해 가지 고 허리 아픈 고 지혈 증 있는 알레르기 중증 질환 뇌졸중 환자 이겠지요 집 아저씨 뇌졸중 환자 입니다 주사 보류 해놨는데 심장 스탠드 넣고 위장 약 알레르기 약 고지혈증 약세 개 먹는 있는 불안한 주사 못 맞은
564,1,댓글 보 정신 아닌 사람 케 많은 백신 양보 하신 맞은
565,1,고지혈증 있는 약 먹는 있는 혈전 증 생기는 안 백신 맞는 면 괜찮은
566,0,개도 안 맞은 전혀 없는
567,0,전 세계 없는 위대한 방역 있는 백신 필요한
568,1,백신 맞은 뭔가 뿌듯하구먼
569,0,안 맞은
570,2,궁금한 게 있는 백신 주민등록 상 생년 일로 맞은 수 있는 되는 있는 부모님 주민등록 상 나이 실제 나이 다른 옛날 출생신고 뒤 경우 사람 상당히 많은 지친 하여 내리는 정보 의하면 연령 맞는 백신 종류 다른 경우 하는 나이 맞은 않은 종류 백신 맞은 염려 되는 주민등록 상 나이 실제 나이 달라 부모님 백신 맞은 못 하신 경우 대처 방법 입 답답한 나이 맞은 않은 백신 맞은 되는
571,1,당 연 맞은
572,2,당 맞은
573,1,스티브 백신 접종 후 사망자 부상 지 백신 인해 죽는 사람 극히 일부 입니다 악마 편집
574,0,민서 소리 지금 국가 청원 젊은 기 질환 없는 사람 백신 맞는 하루 이틀 죽는 코로나 죽는 젊은 층 코로나 죽는 건 기 질환 매우 소수 말곤 없는 보는 하는 매우 소수 평균 사망자 세 가까운 되는 나이 많을수록 위험한 백신 어린 백신 사망률 높은 실제 백신 사망자 많은 알 고 말 하신
575,0,고니 그러는 사람 멍청한 백신 신인 거 마냥 찬양 하는 현실 모르는
576,1,그런 백신 없는 독감 매년 맞는 백신 공존 할 수 있는 방법 찾는 게 맞는 겁니다
577,1,코로나 백신 차 괜찮은 주 부위 만 아픈
578,0,가족 친척 지병 앓는 계시 면 백신 맞은 말 하던
579,1,티브이 옴 항체 생기는 고 백신 맞은 슈퍼맨 된다 했으면
580,0,영상 보고 안 맞는 했으면 푸하하하
581,0,백신 사기
582,1,포에버 코로나 끝나는 수 없는 늦추는 자영 업자 망하고 경제 회복한 수 없는 정도 떨어진 전체 접종 부작용 중증 간 경우 극히 일부 큰 걸 보는 작은 거
583,1,민서 날 맞은 가는
584,0,민서 큰 걸 보는 와중 작은 사람 목숨 그냥 넘어가는 겁
585,1,미래 부작용 없는 완벽한 백신 없는 백신 맞은 코로나 끝나는 게 아닌 백신 맞은 위드 코로나 할 수 있는
586,1,맞은 멍청한 아귀 들이는 접종 사람 호구
587,0,라일 듯 말 누가 못
588,0,삼가 심심한 위로 말씀 올립니다 힘내세요 백신 접종 위험한 알리 고 있는 안타깝게 많은 분 홍보 선전 탓 조심 접종 하는 거 같은
589,2,해피 방역 방법 대해 서는 정치 방역 과학 방역 필요한 생각 현재 주어진 상황 안 힘 드리는 면 코로나 안 걸리는 노력 하는 게 맞는 같은
590,0,이유진 백신 맞는 죽는 사람 현재 명인 델타 변 죽는 사람 백신 맞는 죽는 억울한 남 중요한 내 중요한 임상실험 백신 개발 기간 백신 사망 해도 인과성 없는 면책 권 주어진 그런 믿음 안 가는 걸 물건 사면 기간 보증 기간 있는 내 몸 실험 해서 안 해주는 백신 쉽게 맞은 수 있는 기다리는 보는
591,0,백신 이란 게 충분한 임상실험 걸리는 만드는 코로나 백신 않은 긴급 승인 안 맞은 치료받는 비 부담 본인 하는 맞는 죽는 인과성 인 정안 해주는 과실 본인 책임지는 데 현명한 걸리는 백신 접종 강요 하는 게 무책임하다 생각 듭
592,0,이유진 남 배려 하려는 내 아픈 위험한 감수 해보는 하는 가족 지인 옮는 건 안타까운 개인 의료인 힘든 걸 생각 해서 백신 맞는 게 낮은 판단 하는 게 본인 위 하는 선택 싶은
593,2,그러는 들이야 자유 지
594,0,백신 바이러스 위험한 수 있는 믿지 마시고 부작용 조사해 보고 신중하게 판단 하는 바라는 젊은 사람 코로나 치사 율 독감 낮은
595,2,의문 스러운 게 아닌 맞은 안 되는 겁니다
596,2,맞은 마세요 최근 백신 맞는 사망 수어 영선 수 있는 전 완치 된 질병 갖는 기 질환 있던 인과성 없는 보는
597,2,선생님 확실한 백신 기다리는 보는 합니다
598,0,맞은 마세요 정말 마스크 잘 쓰시 고 손 소 독해 본인 선택 이긴 알레르기 있는 안 맞은 게 좋은 거 같은 지금 백신 피해자 나오는 있는
599,2,지금 변경 기간 이라 변경 가능한 요점 변경 해서 미루는
600,2,좋은 강제 성은 반대 합니다 백신 강제 성 라뇨
601,0,지금 백신 부족한 못 맞은 사람 많은 코로나 안 걸리는 걸리는 사망자 초기 낮은 자연 치유 많은 그런지 발표 안 함 백신 맞는 죽는 사람 명 부작용 난 사람 많은 중인 과정 인 절 건 임주 전 건강한 수영선 수도 백신 맞는 죽는 게 뭘 의미 할까 맞은 마세요 마스크 잘 쓰는 청결 만 유의 해도 되는
602,0,안 맞는 게 백 낫 지
603,0,주사 알레르기 있는 가는 위험한 듯 싶은 개인 인 생각 안 맞은 같은 걸리는 않은 병 때문 목숨 걸 순 없는 잘 생각 해보는 바라는
604,2,예전 신종플루 단체 접종 맞는 알레르기 반응 갑자기 생기는 병원 다니는 지금 안 증상 발현 되면 약 먹는 정도 되는 그땐 잠도 못 잘 정도 심한 단체 백신 맞는 거 걱정 되는
605,2,가능한 늦은 맞은 많은 검색 해보는 선생님 주위 분 상의 해보는 주장 증명 하는 예시 찾는 찾는 수 있지만 중반 어린이집 선생님 차 접종 날 돌아가는
606,0,안 맞은 별다른 병 없는 해서 마스크 잘 쓰는 손질 씻고 다니는 대치 율 백신 맞는 죽 확률 무서운
607,0,망고 요안 맞은
608,0,나도 안 맞은 중증 갈 확 애초 적은 처 맞은 백신 맞는 죽는 사례 많은 죽는 않은 이지 드러 누운 사람 개 많은 백신 맞는 지나면 않은 이럼과 연 흐른 후 부작용 나타날까
609,0,안 맞는 싶지만 나라 안 맞는 산다 게 통제 불이익 당하는 되는 그게 두려운
610,2,될 수 있는 안 맞는 게 좋은 판단 해서 안 맞은 선택 이지 강요 없는 함 웃기는 게 백 신처 맞은 자랑스러워 함
611,1,전문의 의견 중요한 개인 리서치 하신 하버드 뉴잉글랜드 널 임상실험 보고 나오는 주 임산부 제일 걱정 되는 사람 전문가 말 따르는 유럽 미국 캐나다 임산부 위주 백신 맞는 있는 호주 저번 주 임산부 백신 입니다 한국 아마 할 거 같은
612,1,상츄킴 대한민국 의사 전 세계 백신 맞은 권고 합니다
613,2,방식 데 전염 되진 않는 안정 성 보장 되는 않은 위험한
614,1,코로나 끝나는 수 없는 늦추는 자영 업자 망하고 경제 회복한 수 없는 정도 떨어진 전체 접종 부작용 중증 간 경우 극히 일부 큰 걸 보는 작은 거 말
615,1,임 상상 마친 상태 인 백신 있는
616,1,댓글 보 무조건 맞은
617,0,무식한 거 같은 뭘 알아보는 하는 소리 진지하게 백신 대해 외국 논문 서칭해 긍정 인 반응 단 개도 없는 멍청한 용감한
618,0,지인 명 영구 장애
619,1,안 맞은
620,1,기미 옹 현 상태 나아지는 백신 맞은 코로나 걸리는 확률 배는 줄어든 쓸모없는 말씀 하지 마십 쇼
621,2,강병현 안면 전신 마비 급성 백혈병 사망 백신 부작용 나오는 있는 현 상황 나아지는 거란 아닌 않은 집단 면역 안 된다 했지 쓸모없는 건 아닌 백신 부작용 본인 감수 맞은 백신 만드는 승인 준 책임지는 의무 없는 긴급 백신
622,1,생각 말 해 난 어차피 월일 예약 했으면
623,2,린 수 없는 어린 시절 주입 세 뇌교육 받은 깨어나기 어려운 건 사실 입니다 힌트 줄 수 있지만 선택 본인 몫 입니다 결정 존중 해보는 힌트 줄 수 없는 현실 먹 먹하네요
624,1,맞은
625,0,맞은 마세요
626,0,안 맞은 다행 노 약자 하는
627,0,치카 치카 절대 맞은 마세요
628,1,오늘 맞은 괜찮은
629,0,건강한 사람 코로나 걸리는 죽는 건 안 보이지
630,1,건강한 사람 맞는 이유 코로나 걸리는 죽는 봐보다는 주위 사람 옮긴
631,0,명 코로나 사망자 사망자 명 백신 맞는 게 죽 확률 높은 듯
632,2,백신 걸리는 걸 막는 게 아닌 걸리는 중증 가는 걸 예방 해주는 거임 독감 예방접종 맞은 독감 안 걸리는 건 아닌 중증 방해 줄 뿐임
633,1,못 벗음 코로 나온 공존 해보는 백신 맞은 않는 사람 공존 포기 코로나 종식 만 기다리는 허무맹랑 사람 들이죠
634,2,백신 미 없는
635,1,그냥 맞은 말 많은
636,2,자연면역 백신 배 높은 효과 이스라엘 연구 결과 있는 찾는 파우치 박사 백신 정의 면역 삭제 했으면 백신 본인 판단 고 위험한 군 보호 하는 수단 될 수 있는 백신 집단 면역 형성 할 수 없는 보이는 결론 입니다 백신 안 맞은 사람 결코 피해 주는 없는 쓸모없는 걱정 하지 마시길
637,2,맞는 버벌 떠느니 안 맞는 기다리는 게 안전한 듯 합니다
638,0,안 맞은
639,1,넥스트 코로나 끝나는 수 없는 늦추는 자영 업자 망하고 경제 회복한 수 없는 정도 떨어진 전체 접종 부작용 중증 간 경우 극히 일부 큰 걸 보는 작은 거 말
640,1,마스크 두 겹 겹 쳐서 쓰는 게 최고 방역 백신 없는 평생 쓰는 최고 우수운 백신 맞은 당연한 마스크 쓰는 백신 항체 있는 코로나 걸리는 이겨낸 낼 수 있지만 감염 초기 사람 전염 시킬 수 있는 먼저 백신 맞은 남 꼭 마스크 쓰는 되는 집단 면역 완전한 형성 될 참고 난 미국 차 접종 주전 끝나는 마스크 앞 연간 쓰는
641,0,설득 하는 답답한 국민 바보 아닌 미접 종자 똑똑한 거 지금 상황 돌아가는 거 보 접종 강요 할게 아닌 중단 해보는 할 거 같은 하는 건지 모르는 접종 하면 병 얻는 고생 부작용 심한 죽 수도 있는 자꾸 못 권하는 안달 책임지는 아래 통제 하려는 들지 위헌 사항 그거 알 고 있는 헌법소원 가능한 문제 자꾸 미접 종자 화나게 할 거 고 혜택 받은 거 아닌 접 종자 중증 예방 효과 얻는 고생 고생 부분 미 접종 잘못 아닌 끌 고 가는 사과 안 하지 전은경 국민 사과 드리는 하는 거 있는 않은 피해자 속출 중이 고 죽는 사람 나오는 안 막 지니 번 진짜 와라 대화 하는 국민 바보 아닌 정선 끝난 어설프게 통제 하지 정운경 사임 원하는 책임지는
642,0,오늘 모임 분 빼고 식구 백신 맞는 응급실 가는 왔다에서 시작 된 백신 부작용 호소 이야기 두통 두드러기 난청 시력 저하 심장 압박 만성 피로 예전 컨디션 안 돌아 옴 원 아픈 심한 병원 가는 원인 없는 부작용 도대체 끝나는 인지 맞는 아무렇지도 않은 사람 있는 대부분 큰 작은 부작용 시달리는 듯 솔직히 코로나 많은 확 진자 나오는 정작 내 주변 확 진자 없는 동선 겹 쳐 격리 지인 지인 무증상 감염 정도 반 면 백신 부작용 도나 호소 뭔가 주객 전도 된 느낌
643,0,국민 청원 부작용 사망자 보는 백신 불신 불안 당연한 반응 막는 무조건 맞는 하려는 건지 부작용 심각한 사망자 가족 인터뷰 부작용 심각한 성 제대로 알려진 백신 보통 걸리는 걸연 나오는 거 불안한 않은 이상한 의심스러운 하지 않은 그게 문제 지금 언론 문제 잖아요 의심스러운 확인 해보는 당연한 걸 안
644,0,맞은 강요 하는 듯 느낌 뉴스 같은 소름 끼치는
645,0,난 실험 쥐 아닌 절대 안 맞는 맞은 걸리는 처 맞는
646,0,미 접종 인 내 접종 주는 외부 피해 도대체 뭐길 나를 설득 하는 인지
647,0,백신 안 맞는 백신 강요 하지 마라 마스크 잘 끼 고 다니는 잘 씻고 잘 먹는 다니는 자체 백신
648,0,급 조 된 백신 맞는 맘 놓는 놀려 다니는 사람 때문 확 진자 늘 다는 건 생각 안 하는 맞은 사람 임상실험 당하는 부작용 심근 염 생겼을 거
649,0,난 안 맞는 코로나 걸리는 죽는
650,0,설득 할 생각 하지 마 내 몸 내 알아보는 할라니까
651,0,설득 할 필요한 없는 그럴 수도 없는 진짜 효과 있는 부작용 보상 철저히 해주는 설득 딴 거 안 해도 알아보는 맞는 접종 률 혈안 되는 맞은 후 큰 피해 입은 사람 챙기는 않은 말 같잖은 말 해보는 듣는
652,0,백신 맞는 죽는 코로나 걸리는 죽는 게 낫 지 조심한 걸리는 명분 있는
653,0,차차 안 맞은 초 심장 약한 협심증 비슷한 게 있는 안 맞은 주변 음식점 술집 차 확인 하는 보고 맞은 하는 내 맞는 심근 염 걸린 죽는 내 부모님 가족 남은 내 목숨 값 누가 책임지는 과정 없는 군인 죽는 보상 제대로 안 해주는 나라 백신 맞는 죽는 보상 제대로 해주는 싶지만 누가 책임지는 맞는 건 자유 하는 설득 하는 데 체 맞는 죽는 어째 고 내 아는 경찰관 본 주변 지인 명 넘기는 돌아가는
654,0,백프로 책임지는 거 강요 마라
655,1,백신 맞은 해도 예약 사이트 오류 많은 취소 다시 예약 해보는 되는 오류 남
656,1,오늘 차 맞는 왔다목뻐 근해 현재 접종 안 하면 죄 짓는 기분 이라
657,0,백신 부스터 샷 양보 하는
658,0,일차 접종 빨간 멍 생기는 몸 전체 거리 고 이유 모르는 주 만 있는 주차 차 접종 고민 되는
659,0,강요 싶은 백신 맞은 부작용 잘 못 되면 책임지는 사인 해주는 차가 아닌 차도 맞는 잘 못 되면 가족 손가락 빨아야 하는 안 맞는 싶은 안 맞는 가족 생계 걸리는 있는 못 맞는 있는 거 안전한 당연한 맞는 그게 혹 시나 불 상사 강요 하는 쪽 책임지는
660,0,보상 안 해주는 거 면 강요 하지 모욕 나오는 진짜
661,0,접종 률 보이는 하려는 국민 인권 침해 하는
662,0,내 목숨 값 억 주면 맞은 깨
663,0,난 안 맞은 전해
664,1,설득 할 거 접 종자 혜택 주면 되는
665,0,말 입니다 말 설득 완전한 강요 하는 거 만 접종 해도 집단 면역 했으면 누가 국민 자유 빼앗아가며 접종 강요 하는 걸리는 정말 인간 독재자
666,0,그게 백신 개월 마다 맞은 몸 문제 생기는 건 아닌 걱정 된다
667,0,백 신들 맞은 확 진자 자꾸 나오는 재 접종 세 번 맞은 좋은 보장 없는 자꾸 맞은 성화 인지 세 번 맞는 잘 못 되면 책임지는
668,2,차 맞은 있는 사람 만 맞은 된다 자갈 생시 국가 믿고 맞은 후유증 시달리는 가족 고통 주는
669,2,그냥 건강한 젊은 사람 체력 백신 접종 상관없는 높은 변 백신 물질 아무렇게나 도움 안 된다고 화이자 사장 말 정도 일리 있던 생각 함
670,0,승리자 미접 종자
671,2,끊임없이 맞은 자연면역 최고다
672,0,돌파 뭘 돌파 여백 신 물 백산 이란
673,0,미 접종 형님 코로나 걸리는 감기 증상 며칠 쉬 거뜬히 정상 생활 하신 의사 말 천연 항체 생기는 가는 고 했으면 두세 가는 백신 의미 있는 싶은
674,0,애초 연구 기간 걸리는 백신 뚝딱 해서 인간 접종 시킨 게 말 되는
675,1,코로나 접종 맞은 후 메 거리 고 잘 심장 듀근듀 근거리 며 바늘 심장 찌르는 아픈 숨 쉬기 힘든 아침 그런 증상 별로 없는 병원 가지 않은 조심 지낸 운동 늘리는 지금 그런 증상 없는 그런디 부스터 샷 무서운 못 맞은 같은
676,2,질병 청 믿음 의문 드
677,0,뻥까시네 백신 맞는 정상 항체 반 토막 나겠지
678,0,와이프 백신 맞는 면역 정말 무너지고 석 증 개 고생 있는
679,1,방송 어려운 하는 접종 사람 추가 백신 조심한 사는 안전한 개월 마다 맞은 한심한
680,0,백신 두 번 매년 맞은 소리 맞은 마다 몸살 부작용 휴무 업무 지장 코로나 백신 접종 후 접종 전과 비교 하면 확 진자 많은 지금 접종 프로 넘는 확 진자 늘어난 위드 코로나 마스크 벗음 다니는
681,2,개월 번 부스 샷 맞은 소리 고 번 맞은 사망자 나오는
682,0,델타 쪽 변 되는 남았을까 같은 자연면역 걸리는 자연 항체 생기는 가정 답
683,2,자연면역 약한 겁니다
684,1,델타 변 발생 했으면 델타 변 백신 맞은 하는 게 정석 게 지금 백신 신제품 나오는 하는 수입 못 해서 난리 지나간 마라
685,0,무허가 백신 항체 효과 가지 못 하는
686,0,이럴 거 면 그냥 백신 안 맞는 말 지 젊은 사람 코로나 걸리는 중증 잘 가지 않은 재수 없는 백신 맞는 죽는 게 많은
687,0,결론 백신 효력 없는
688,1,석 항체 절반 떨어진 모든 백신 공통 아닌 모든 국민 개월 마다 재 접종 해보는 말씀 어려운 운 상황 입니다 이러다 평생 개월 간격 백신 맞은 문제 취약 층 백 심 효과 감소 빠른 백신 접종 자체 인한 사망률 높은 상황 끝나는 좋은
689,0,백신 물이 건 알려진 개월 안 걸리는 생쇼 건강한 걸리는 일지 나면 자연 항체 생기는 이득 별로 없는 위험한 걸 강요
690,2,죽는 처 맞은 소리
691,0,개월 마다 맞는 죽는 후 가족 생계
692,2,효과 없는 물 백신 우리나라 자체 아무런 만드는 비타민 주사 놓는 돈 벌 부작용 없는 뭘 믿고 자꾸 맞은 지원 모르는 맞은
693,2,개월 지나면 맞은 겨
694,0,백신 맞는 죽는 안 맞는 삽시다
695,0,목숨 걸리는 맞는 백신 간격 맞은 건 개월 마다 목숨 걸리는 백신 회사 돈 벌어주라는 거임 백신 맞는 나오는 사망자 코로나 걸리는 생기는 사망자 많은 그것 인구 정리 하려는 나오는 백신 간격 죽는 나가는 걸 보는 함
696,2,평생 백신 만 맞은
697,1,그냥 적당히 운동 밥 잘 먹는 면역 키우는 답 없는 듯 차 맞은 차는
698,0,백신 맞은 죽는 경우 코로나 걸리는 죽 확률 높은 수도 있는 거 같은 데
699,2,자연인 해보는
700,0,처음 효과 있는
701,0,백신 효과 떨어진 걸리는 애초 효과 없는 걸리는
702,2,평생 맞은 되는
703,0,아스팔트 맞는 게 아닌 배웠음
704,0,백신 성능 진짜 안 좋은
705,2,백신 효과 떨어진 게 아닌 면역 역 떨어진 거
706,1,독감 백 신도 마찬가지 입니다 매년 맞은 하는 거
707,2,개월 임 샌 산 유통기간 년임 개발 고작 개월 안 됨 명 백신 마즈 면 명 죽는
708,2,개월 반 토막 이니 두 번 아닌 번은 맞은 함
709,1,미 중앙 질병 통제 센터 백신 정의 일자 면역 이란 단어 삭제 면역 보조 개념 삽입 했으면 지금 백신 알 고 있는 백신 아닌
710,1,부스터 샷 꼭 맞은
711,1,얼른 백신 무화과 되는 좋은
712,1,예방접종 건강 아닌 안전한 위 배려 생각 합니다
713,1,빠른 종식 쯤 생각 아닌 맞은 생각 하신 될 같은
714,1,백신 접종 하면 전염 시킨 않은 본인 코로나 감염 되는 않은 확률 높은 감염 되는 치사 율 현저 줄어든 거 보는
715,1,찬성
716,1,전 불안한 해도 맞은 겁니다
717,1,일찍 차 맞은 잔 백신 광 클에 성공해서
718,1,맞는 싶은 차 잔 백신 광 클 했으면
719,1,차 접종 기다리는 있는
720,1,얼른 많은 사람 차 접종 완료 해서 편한 다니는 싶은
721,1,맞는 게 안전한 않은
722,1,백신 맞는 예전 생활 돌아가는 좋은
723,1,차 맞는 안심 싶은
724,1,위기 단결 하는 국민성 있는 남 생각 해서 백산 접종 참여 합니다
725,1,우리나라 의료 인프라 접근 세계 최고 수준 이지 백신 도입 빨랐으면 국민 고통 덜지 않은 아쉬움 큼
726,1,병원 가는 기 질환 있는 백신 맞은 된다고 합 디다
727,1,백신 접종 의무 화 강력하게 찬성 합니다
728,1,백신 최선
729,1,백신 접종 독려 백신 패스 도입 필요한
730,1,백신 질병 창궐 막는 그것 부작용 줄어든 위 최고 방법
731,1,백신 접종 의무 화 전염병 대유행 상황 불가피한 조치
732,1,모든 직원 백신 접종 요구 하는 직원 안전한 접종 률 고조 도움 된다고 생각 하는
733,1,백신 공중보건 중요한 부분
734,1,백신 접종 의무 화 찬성 하는 이유 나온 주변 건강 지키는 이기 때문
735,1,백신 미접 종자 접종 유도 백신 접종 의무 화 해보는 하는
736,1,감사한 맞은 기회 오면 맞은
737,1,짜임새 있는 인터뷰 솔직한 내용 큰 호감 주고 백신 거부 감 해소 되는
738,1,백신 맞는 싶은
739,1,내 선택 접종 후회 하지 않는
740,1,처음 백신 절대 안 맞은 거 다짐 했으면 요새 생각 바뀜이어서 종식 되면 좋은
741,1,코로나 백신 맞은 항체 생기는 코로나 바이러스 보호 할 수 있는
742,1,낫는 과정 면역 얻는 소실 될 가능한 있는 면역 백신 얻는 이득
743,1,백신 맞는 싶은
744,1,과학 믿고 백신 맞는 바라는 말 맞는 말
745,1,국가 믿고 차례차례 맞 읍시 백신
746,1,부러운 원하는 백신 선택 해서 맞는 게 부러운
747,1,젠장 화이자 맞는 싶은 예방 효과 차이
748,1,화이자 부러운
749,1,기 질환 있는 게 아닌 꼭 백신 맞은 좋은 거
750,1,코로나 백신 독감 백신 맞은
751,1,나은 미래 백신 맞은
752,1,백신 맞은 화이자 차 접종 주일 된 후기
753,1,델타 변 비상 오늘 백신 맞은
754,1,백신 맞은
755,1,사망자 가족 슬픔 들은 백신 꼭 맞은
756,1,임신 감염 땐 조산 위험한 백신 맞은
757,1,치료받는 개발 되는 백신 접종 중요한
758,1,백신 중요한
759,1,코로나 백신 개발 중요한 의견 힘 얻는
760,1,백신 중요한 인지 알아보는
761,1,코로나 백신 맞은 하는 이유나 만 아닌 지키는 위 해서 임
762,1,위드 코로나 시대 백신 접종 살 길 입니다
763,1,백신 맞은 합니다
764,1,나중 후회 말 고 백신 맞은
765,1,슬픔 무감각 해지 백신 맞은 하는
766,1,백신 맞은 중증 가는 막는 줌
767,1,안 죽는 오늘 차 완료
768,1,백신 패스 해서 공공장소 못 들어가는 패널 티 줘야 되는
769,1,모든 사람 백신 맞은 그게 희생 적은 거임
770,1,신속한 차 접종 중요한
771,1,세 소아 청소년 백신 맞은
772,1,백신 접종 필수 인 이유 코로나 치사 율 낮추는 때문
773,1,백신 패스 도입 백신 접종 효과 늘리는 수 있는
774,1,현재 상황 백신 가장 안전한 수단 게 생각 이지
775,1,백신 패스 제도 시작 되면 접종 하지 않은 하는 기 대감 있는 게 입장
776,1,백신 접종 하는 사람 혜택 돌아가는 게 맞은 의견 타 당하는
777,1,백신 맞은 백신 패스 찬성 하는 되는
778,1,백신 패스 도입 하면 좋은 같은
779,1,오늘 맞는 왔던 집 타이레놀 챙기는 먹는 안 아픈 좋은 차도 잘 이겨낸
780,1,상반기 나이 제한 했으면 상관없는 맞은 수 있던 해주는 기다리는 힘든
781,1,백신 접종 권장 하는 이유 있는 현재 코로나 사망률 국내 세계 보는 다문 백신 자연 집단 면역 생기는 인구 최소 병 걸리는 한단 건 알 고 있는 국내 집단 면역 생기는 최소 만 명 코로나 걸리는 만 명 이상은 죽는 백신 접종 부작용 보자 백신 접종 부작용 인한 사망률 사망 아닌 부작용 신고 사례 내외 쪽 남는 장사 인 지는 최소한 능지 만 있던 판단 가능한
782,1,어쨋든 되는 비율 쓸 백신 완료 감염 률 굉장히 낮은 효과 있던 보는
783,1,백신 차 추석 직전 맞은 주변 사람 맞은 면역 생기는 건 아닌 혹 서로 인해 주위 가족 지인 감염 되는 불상 사를 막는 무조건 접종 하신
784,1,먼저 맞은 합니다 맞는 있는 그리 두려운 생각 면역 충분한 전립선 환자 맞는 음식 섭취 운동 잘 하신 아무런 지장 없는 입니다 국가 암 환자 차 이어 추가 접종 배려 있는 상황 입니다
785,1,주변 백신 맞는 별 탈 잘 지나간 다행 코로나 감염 된 분 없는 맞은 맞추는 요일 부분 과도 하는 공포 조장 엉망 마네 하신 거 보는 게 선거운동 일환 싶은 커뮤니티 백신 공포 조장 선거운동 지령 내리는 안 아키 생각 나고 그러는 피곤해요
786,1,죄송한데 백신 맞은 된다는 쪽 날 위 해서 아닌 연로 하신 부모님 안 맞은 하는 할머니 할아버지 보는 가야 하는 먼저 맞은 예약 했으면 날 위 해서 아닌 가족 맞은 고등학생 큰 아들 절 부끄럽게 둘째 소아 암 환자 였던 대화 해보는 맞은
787,1,단순 안티 백서 아닌 진짜 백신 못 맞는 기 질환 유아 맞은 하는 생각 계신 환 분 걸리는 중증 갈 수 있는 백신 맞은 경 증 그칠 수 있는
788,1,부스터 샷 안내 문자 받은 차 접종 끝 아닌 차 접종 끝나는 코로나 안전한 듯 합니다
789,1,백신 안 맞은 식당 못 백신 맞은
790,1,백신 거부 접종 받을 오징어 게임 시킨 하는 지금 백신 주면 개월 안 나오는 겁니다
791,1,외국 거주 입니다 백신 접종 캠페인 있지만 민주주의 국가 라서 강요 어려운 필수 노동자 한해 만 의무 맞은 있는 나로 인해서 내 소중한 가족 주변 이웃 피해 볼 수 있던 사고방식 가진 시민 의식 필요한 거 백신 접종 자발 하는 맞은 주변 많은 사람 접종 일상생활 편한 하는 되면 접종 들이 불안한 마음 접종 하는
