N1,극성,내용
397,0,지들 처음에 맞을때는 남이야죽던말던 사이트다운도되고 수험생인척 쳐맞더니 뭔가 이상해지니까 같이 엿되자고 안맞은 사람한테 눈흘기면서 내미는 논리가 사회를위해서 맞었대       결혼해서 팔자꼬인놈들이 안한사람한테 결혼 빨리하라고 잔소리하는거랑 비슷한 심리임     내 인생 제일 잘한게 백신 안맞은거
398,2,개인선택  아기 아빠 엄마라면 한번쯤 고민해보았을듯
399,2,목숨걸고 맞아야되냐? 그냥 자유지
411,2,맞고 안맞고는 어디까지나 자유다  그리고 코로나 걸려 뒤지더라도 정부탓은 하지말자
1941-21-21,2,백신안맞고 맞고는 개인자유지   방역수칙을 어겼냐 안어겼냐가 더 중요하지  
412,1,맞았어야지 짱쩡아
413,1,누군맞고싶어서맞나 혹여나 나때문에 다른사람한테 피해줄까봐맞는거지
414,1,백신맞는건 자유다공산주의식으로 마녀사냥하는 세력들은 제발 북한가서 살아라   
415,2,접종 여부는 자유인데 접종 안하고 사람 많이 만나는 직업이나 장소 돌아다니는 건 인간 페스트균이지  에이즈 환자가 공중목욕탕 가는 거랑 뭐가 다른가? 아니 에이즈는 오히려 직접 접촉 아니면 감염이라도 안되지  코로나는 공기로도 쉽게 감염되는 것을 
411,0,마스크 잘 써도 예방된다고 지껄이지 않았냐? 근데 백신을 맞아도 예방안되는데   뭘 어떻게 하라는겨? 구라만치는 문수령국가에 목숨걸고 맞으라는겨? 처음부터 입국금지라도 시켰으면 신뢰라도 가지  범죄자 진보좀비들
417,0,목숨걸고 맞는게     이지  임창정처럼 안맞는게 정상이고   부작용이나 죽는거보고 음     나는 안죽겠지?   하면서 맞는거 정상 아니거든?    
418,2,백신 접종은 자유지만  그에 따른  차이 는 인정해야죠  같은 것은 같게 다른것은 다르게  
419,1,무슨목숨내놓고 그건 넝 나간듯 대부분사람들이 다맞는데 안맞는게 이기주의
2221-2401,1,돈 벌려고 해외 다니는 사람들은 백신 필수다  지금 현실은 좋든 싫든 안 맞으면 돌아다닐 수가 없다  방구석에 앉아서 개인의 자유와 백신의 부작용만 떠들어 대면 방구석에만 있을 수 밖에 없는게 현실이다 
2224-21-21,2,임창정씨는 미접종자로 정부방역수칙을 준수하였으므로 미접종확진으로 비난받을 이유가 전혀 없다  백신은 자율접종이기때문이다 
2221-2402,0,백신을 머하러맞나? 효능도입증안댄거를   
2221-2403,1,인류가 지금까지 찾은 방법중 최선이 백신일뿐더 좋은 방법이 있다면 누구도 여러가지 걱정을하면서 접종하고 싶은 사람은 없다
2221-2404,1,백신맞았다고 목숨내놓고 맞았다 생각이 이상합니다 안죽은 사람이 더 많은데   
2221-2405,1,백신이 선택이라고? 집구석 기어나오면 뚝배기 터쳐버려야지  결국 자기는 소중하니까 백신안맞고  하고싶은건 다하고 다니겠다는건데  말같지도않은것들      집단  사회  세상이 돌아가기에 결국 소수의 희생은 필요한거고  그게 나나 너나 누구나는 북불복이다  그런데  니들처럼 이기적인 색긔들덕분에 코로나로 더많은 확산  어려움  위중증  사망  소중한시간들이 지연되는거다  편협하고 이기적인 벌레들아
2221-2401,2,백신 맞은사람이 더많은데도 사망자수 매일 그대로이고   부작용사례와 사망자수는 알 수도없고   이제는 개인의 선택입니다 
2221-2407,2,어쩌라고 본인 선택이지
2221-2408,0,백신 추종자님들 마스크벗고다니세요 저는 안맞고 마스크쓰고댕길게요    화이팅 코로나 백신맞은사람 꼭 침투시켜서 착한짱꺠처럼 만들어주세요  
2221-2409,1,진짜 무식한 애들 많구나    백신 거부하는 사람 많은 미국 창난거 보고도 생각이 없네
421,2,개인의 자유지 욕할게 있나?빨갱이들이나 할짓거리다
1942-21-21,2,맞기싫음 안맞음되지 왜이렇게 구구절절 말들이 많은지   
422,0,백신자유지만 나도 안맞고 싶었지만 사람들 만나는 직업이라 타인을 위해서 맞았다
423,1,어쨋거나 공연하는 사람들은 백신 무조건 맞아야지 그 정도로 생각이 없나    평범한 회사원들도 피해 안 주려고 배려차원에서라도 맞는건데 결국 확진 됐으니까 피해는 어쩔   
424,2, 차백신은 생각해 보고 맞아야 한다 고민중이다 자신있슴 맞는거고 불안하면 때을보고 맞는게 좋을것 같다
425,1,만약에 전국민이 백신안맞는다면  어케될가 다 죽는거제 울엄니도 백신때문에 고민많이했어다 이약저약 먹다보니 행여나 가버리면 어캐할가 고민했어는데 엄니가 백신맞겠다 하도 졸라대서 결국 큰맘먹고 맞아는데 생각외로  반전되서 증상없이  차 다 맞아네요 죽고 사는건 본인각자에게 생각하지만 그래도 도전해보시는게 낳지않아을가요
421,0,강요 하는건 아니지  나도 회사 다니니 어쩔수 없이 맞긴 맞았다만 안맞을수 있다몀 나도 안맞았을듯
427,2,백신  성형 다 개인의 선택 목숨걸고 성형하든 개인자유
428,2,맞고싶은 것들만 맞으면됌  여기 공산당 아님 
429,0,망할 정부야  국민들에게 백신 강요좀 그만해라  진짜목숨 내놓고 맞아야 한다  백신이 그리 좋으면 정부 고위급 너희들이나 충분히 맞아라
431,2,주사 맞는건 자유아니야?
1943-21-21,2,주변 사람들에게 백신 강요하지들 마세요  그 사람들 죽으면 어찌들 하실라고 겁도없이 남에게 의약품을 강요합니까 
432,0,빨갱이들이 완장차고 다니면서 인민재판하는거하고 뭐가 다르냐? 개인의 자유와 생명권 침해하는거다  그리고  백신 맞아야 하는 이유가 뭔데? 돌파감염 나오고  백신접종률 높아져봤자 확진자 늘어나는건 뭘로 설명? 화이자 임상 부실 조작 논란은 뭘로 설명할래?
433,1,어떤 약이든 부작용이 있다  세상에 완전히 안전한 약이 어딨나? 단지 그 약을 먹는것이 안먹었을 때보다 이익이 크니까 먹는거다  백신도 마찬가지   임창정 같은 놈이 있으니 우리나라에 코로나가 안잡히는거다 
434,0,화이자 인증도 개 같이 했다는건봤지? 사람목숨이 죽으면 다시 살아나는것도 아니고   목숨걸고 맞았다는사람들 니들은괜찮나보지    아닌사람 은 이유도모르고 죽어나가고있어
435,1,백신 두번맞고 잘 살고있는 사람이 더 많을건데??? 코로나 걸렸을땐 코로나라 난리고 백신안놔준다고 난리고 아죠 멀해도 불만이 많어
431,2,우리나라는 자유민주주의다 강요하지마라 선택사항이다
437,0,목숨걸고 맞아봐야 돌파감염
438,2,자유맞음 강제해서도 차별해서도 안된다 
439,2,아직도 백신 접종 미접종 거론하냐 지겹다 지겨워 맞고 안맞고는 자유다 이제 고마 할때도 안됐냐
441,0,공인은 무조건 맞았을줄알았는데    뭐 나도 안맞긴했음
1944-21-21,2,맞기 싫으면 안맞음 되지 목숨을 걸구 맞았다구 자랑질이냐 전세계 사람들이 다 목숨걸구 맞았어 너만 그런게 아냐 그리구 전세계 의학박사들이 사람죽일려구 백신 만드냐
442,0,백신룰렛에 목숨 내걸고 죽을지 부작용에 시달릴지 그럭저럭 넘어갈지 도박 해야하나?
443,2,안 맞는 것은 자유  대신 공동체의 안전을 위해 자유에 대한 적절한 수준의 통제와 자유의지로 선택한 것에 대한 책임은 필요함  예를 들어 백신 맞은 사람은  단계 적용  안 맞은 사람은    단계 적용 등 
444,0,코로나 안 걸린다고 해서 백신이란걸 맞았으면서 뭐가 두려운건가? ? 내가 맞고 싶어서 맞았으면 된 거지   백신을 맞고도 코로나를 두려워 한다면 그런 백신을 목숨을 걸고 왜 맞은 거니? ?  그래서 나는 안 맞는다      
445,2,백신으로     명이 희생됫다 너무나 많은 사람이 죽어가는데 누가 뭐라하믄 않된다 본인 목숨은 소중한것이다
441,0,애있는 가장은 진짜맞기힘들다  애들 책임져주냐? 이 미친개정부  
447,0, 차 까진 부모님 때문에 어쩔수 없이 맞았지만 부스터나  차는 절대 안맞을란다 뭐 의미도 없잖아 솔직히
448,0,백신 맞은 강예원씨도  결혼식떄 마스크는 썻을 것이요  이렇듯 백신은 뭔가 불안하오
449,0,나도 맞기싫고 죽기싫다 개돼지들아
451,2,백신을 안맞는건 자유인데 코로나 걸리는건 자유가 아니지 자기만 걸리는거도 아니고 전파가 되는건데 안맞았으면 조심 또 조심하고해야하는거지 
1945-21-21,0,백신맞아도 걸린다 이자슥들아
452,0,그러니까 백신을 무조건 맞아서 죽든지 살든지 지네가 알 바는 아니고  백신회사 돈을 많이 벌겠다는 소리네 그 백신보다 마스크가 더 안전하다고 생각하고 또 코로나   를 치료할 수 있는 약이 나오면그것이 백신보다 낫다고 본다 
453,0,백신보다는 치료제 개발이 중요할 듯 싶다 
454,0,응 백신팔이  차 접종 부스터 맞아도 걸려      
455,2,셋다 악마같다
451,0,백신이고 나발이고 치료제를 만들어야지 마스크 벗던 할거아냐 백신은절대 못믿지
457,0,살인백신 줘도 안맞는다
458,0,백신 효과는 제로다 코로나는 인간 이기주의에 대한 경고다  아직도 이웃을 사랑하지않고 개인 집단 이기주의로 살고 있으니 격리 더 당해봐야돼  인간도 신이 만든거인데 그깟 바이러스 하나 못만들까?우주관을 깨우치고 인간을 사랑할때 역병이 사라지는거야  지금도 굶어 죽는 인구가 어마 무시하게 있는데 니거는 술처 먹잖아  인간 자체병은 의학으로 점령한다 해도 신이 선물한 바이러스는 인간이 고칠수가 없다  
459,0,절대로 안믿는다
411,0,고마해라 마이 맞았다 아이가 다 팔아묵어으 이만하면 만족해이렇게 말하네    
1941-21-21,0,백신 안맞고 치료제를 기다릴래
412,0,백신 만든 제약사에서 부작용면책 요구했는데 무슨 가짜뉴스라니 이거 백신강제접종하고 다 죽일려고하네
413,0,백신 안맞습니다  절대 안맞습니다  제약사에서 부작용 면책요구한 백신 안맞습니다 
414,0,절대 안맞을란다  좋은거면 국민알아서 챙겨 맞겠지
415,0,지금 모든 백신이 실험입니다  화이자고 모더나 아스트라 건 지금 은 전세계가 백신에 대한 실험이다  몰랐냐  머 인증받고 임상실험 할 시간이나 있었다고 지금 백신이 나온줄아냐
411,0,백신 맞고 후유증 올리려 해도 못올리는 죽어버린 사람과 전신불수 등 꼼작도 못하는 사람들도 있는 것이 팩트    아무런 피해호소도 못하고 개죽음인 것도 팩트    동기간 코로나 사망보다 더 많은 사람이 죽었다고도 하는데     접종한다고 달라지는 것 하나도 없는것도 팩트
417,0,너나 많이 맞으세요
418,0,병들고 죽은자는 말이없다
419,1,우리부부도   맞았는데 남편은 근육통만있고 나는 근육통과 미열이외에는 아무증상이 없었음 차도 가능하다면   로 맞을거임 오히려 섞인다면 부작용이 생길거같아임
471,0,   북한에 몰래 빼돌릴려고 계속 들여오냐? 있어봤자 폐기만 나는걸 왜 쳐사는거임 자꾸?          
1947-21-21,0,응 안맞아 백신접종자들 몇년뒤 상태보고 맞을지 안맞을지 결정할거임 나를 위해서 데이터를 쌓아줘서 고마워
472,2,이상있는 사람보다     괜찮은 사람이 더 많은건 사실이지     근데 그게 문제가 아니자노 ??   그거보다 더 효과 좋다는거 맞고 싶은거고     접종후 중증이상 부작용시     기저질환탓하며 개인 책임으로 떠 넘기니까 하는소리지    재작년은 독감백신 접종후  주일 이내 사망한   대 이상이      여명이 넘고   작년에도  주이내 사망자가 얼추    명이지 ?  올해는 어떨런지    적폐세력인 이명박근혜 시절은 년 평균  명 수준이었는데    
473,0,죽은자는 말이없다
474,0,당장은 괜찮을지 몰라도 혈전은 수개월 언제발현할지 모르지
475,0,난 한국백신 나올때까지 기다릴꺼다 외국꺼 못믿겠다
471,2,본질적으로 생각해봅시다   항체 검사가 우선이고 그 다음 백신 접종전 코로나 검사를 해야 합니다  항체검사 여부는 표본조사가 아니라    확진자와  차 접종 완료자를 대상을 우선으로 해야 백신과 상관 관계를   화 할 수 있고 항체 생성된 사람은 백신 접종에서 제외   백신 접종전 코로나 검사는 당연한 것 아닐까요? 바이러스가 침입했는데 백신을 맞는다?? 이런 프로세스가 우선 정립되어야 한다 봅니다
477,0,정치인들 나마도는    백신 모두 맞으세요그럼 생각해 볼랍니다 
478,2,겁먹지 말고 백신 접종하고 정 걱정되면 맞지 말아
479,0,남이 괜찮아도 내가 혈전증 생기면 끝이지 모든 백신에 다 문제점들 있다지만   가 젊은 사람들한테 특히 심한데 백신 없다고 그걸 맞으라고 한다니
481,1,  살이구요오늘  시에 아스트라 맞고 왔는데주사 맞은쪽 팔이 저리는것 근육통  빼곤 괜찮습니다  차는 교차접종 하려구요 지금 예약하면 한달은 더 기다려야되는데잔여백신 예약되서 오늘 맞고왔네요
1948-21-21,1,뭐든 안맞는거보다 맞는게 좋지않음?
482,2,선택해서 맞을수 있는 한국은 분명 좋은나라임
483,1,맞았는데 전혀 괜찮던데요?우리 직원들 모두 이상 없었어요과장되게 소문이 난거같음
484,1,화이자 모더나는 잘못되면 죽는데 뭐가나을지 선택지가 있나?그냥 빨리 맞을수 있는거 맞는거지
485,1,코로나 백신은 뭔가 스카이 다이빙 같은 느낌임  스카이 다이빙시 낙하산 불량등으로 사고가 나는 일은 거의 없지만  사고가 나면 대부분 사망사고 이고 사고에 대한 책임을 아무도 지지 않는다  스카이 다이빙 하는거야 원해서 하는거지만  백신은 사회의 암묵적 분위기 압박 및 정부 권유가 있는데 사고가 나면 피해자 당사자 말고는 누구도 책임을 지지 않으니 무서운거지 
481,1,저 기사가 맞고 그렇게 인기가 좋으면    수입을 해서 맞게 하면 되겠네    는 남아 돌지 않겠냐 미국은 맞지도 않아서 물량 넘칠 거 같은데 수입을 해 부작용 있어도 맞겠다는 사람 많으면 이번 달에 몇 천만 명분 수입 하지 뭐하냐
487,0,맞아보니 괜찮아?      그건 살아남은자의 얘기죠  죽은자는 말이 없습니다 
488,0,맞고 당장 안죽는다 하더라도 장기적으로 안전하다는 보장은  도 없음  저런 말 믿고 맞았다가 잘못되면 어디 하소연할데도 없다는걸 알아야함 
489,1,그래도 모든 부작용과 사망자가 가장 많은 백신은 화이자라는거  뭔 실험대상?
491,1,웃기는 소리 하지마라 괜찮으면 처음부터 맞게 해줬어야지 이제 화이자 모더나 맞을때 되니까 아제를 들이밀어?
1949-21-21,2,아니 맞기 싫음 맞지마 제발
492,1,비율의 차이는 있지만 어쨋든 세계적으로 사용하는 백신들인데    
493,0,백신 맞아도 걸리는데 왜 저렇게 강요할까??  백신접종사망자가    명정도 되는데  코로나걸려도 죽지않는걸 백신맞고 죽으라고???  백신도 없으면서 쇼만하고   가짜들   
494,0,몇년후 어떤 부작용 생길지 모름
495,0,몇퍼센트 안된다해도 내가 그 몇퍼센트에 속해 죽으면 끝인거지
491,1,맞아보니 괜찮겠지 아직 살아있으니까     
497,0,사람한목숨은 소중한건데 조금의 치명적인 부작용이있으면 안되지
498,0,안맞아  이딴 기사도 꼴보기 싫어
499,0,조작질좀 적당히
511,0,한국이 전세계를 위해 전연령 마루타 시험해주는중    
1951-21-21,1,수년간 감기한번 안걸린 사람으로서 일하는데 필요할듯 싶어 억지로 맞았는데 아스트라였음 안맞았을거야 다행히 모더나라서 맞았는데 아무런 이상이없음
512,2,사전예약으로 화이자랑 모더나 예약함  아스트라 안맞을거
513,1,어떤 미친 정신나간 자식이 아직도 실험하나 하는   하는겨?
514,2,이러면서 미국 접종률 낮다고 선동       미국같은 나라는 접종 나라이서 맘대로 시켰다간 총맞음
515,0,겁내 아팠지만 괜찮았다  왜 그 반대경우는 인터뷰 안하시나요? 괜찮은줄 알았는데 아직까지 후유증 있는 분 인터뷰도 같이 실어주세요
511,0,    목숨이 장난이냐
517,1,영국프리미어리그 안봤냐 전국민 아스트라맞고  만관객 꽉찬거 아무거나 아니다 중국산만 아님 다 맞아두 될듯 좀 맞고끝내자
